PC1,PC2,sample_id,condition,PC1_variance_percent,PC2_variance_percent
-8.609015283066991,17.26524864938175,GSM4282198_sh587,sh587,57.88078632933529,32.711452505668305
-21.592752782827272,-22.017539674905848,GSM4282199_shE,shE,57.88078632933529,32.711452505668305
-15.414822036405498,-21.235846961822087,GSM4282200_shE,shE,57.88078632933529,32.711452505668305
37.529591570381754,14.226553615520888,GSM4282201_sh587,sh587,57.88078632933529,32.711452505668305
37.735442545976746,-19.249228524010704,GSM4282202_shE,shE,57.88078632933529,32.711452505668305
-15.753523881361383,16.558195642076253,GSM4282203_sh587,sh587,57.88078632933529,32.711452505668305
-13.894920132697328,14.452617253759751,GSM4282204_sh587,sh587,57.88078632933529,32.711452505668305
